base_addr,cache_line,page_addr,confidence^page_addr,curr_sig^sig_delta,ip_1^ip_2^ip_3,ip^depth,ip^sig_delta,confidence,
,4,1,1,45,,,-2,,
,3,5,-1,40,-2,,,,
5,4,1,3,28,-2,,,,
,1,3,1,-11,0,,,,
,4,3,2,12,-1,,,,
,4,3,1,31,8,,,,
,2,3,-2,-4,,,,,
,1,-4,3,29,,,,,
,0,-1,2,10,4,,,,
,2,0,1,-10,-2,,,,
22,0,6,2,-34,1,,2,,
,-1,-1,1,79,1,,,,
,1,3,5,-76,-1,,,,
,1,0,2,-30,-2,,,,
,1,0,1,35,1,,,,
,1,3,-3,-44,,,,,
,-3,-2,0,4,9,,,,
,1,3,3,-13,,,,,
21,2,3,3,-7,,,,,
,1,0,1,-10,,,,,
,1,-1,1,-6,,,,,
,0,4,2,-2,1,,,,
,0,8,1,6,-4,,-2,,
,0,-2,6,46,,,,,
,-2,0,1,46,-2,,7,,
,-1,2,4,2,-10,,-1,,
12,0,-3,0,-28,-6,,,,
,3,-2,1,-9,2,,-1,,
,1,-1,1,-62,2,-1,-2,,
,3,1,3,-15,,-2,-1,,
,5,1,3,-1,0,-1,,,
,4,1,2,-60,11,,,,
,-3,0,4,2,-3,,,,
,1,0,0,-19,-2,,,,
-1,-4,0,3,21,0,,-1,,
,-1,2,4,6,2,-1,,,
,4,3,2,59,4,,1,,
1,2,-2,5,127,0,1,,,
,4,-2,-4,26,-1,,1,,
1,4,1,-1,9,4,1,0,,
,4,2,2,-2,1,-1,0,,
-1,1,0,3,-7,-9,,-1,,
-1,-1,1,1,-34,,,,,
,0,3,0,34,7,,-48,,
,3,2,0,15,2,,,,
,3,1,3,20,3,,2,,
,2,0,2,41,-1,,96,,
,3,1,1,12,2,,,,
,0,4,0,40,0,,,,
,0,2,2,43,-1,,5,,
1,2,-2,1,21,4,,,,
,0,5,3,-12,-2,,,,
,1,-1,-1,14,1,,,,
,1,3,-1,6,1,,,,
,3,2,2,71,-3,,7,,
,2,0,2,-1,0,,,,
,7,0,2,21,,,,,
,5,-2,-3,-41,1,,70,,
5,4,1,4,97,,,,,
,4,1,0,-57,2,,,,
,3,2,2,88,3,,,,
,4,-1,3,71,0,,,,
,2,4,-2,9,1,,,,
,6,1,-2,-11,1,,,,
,3,-4,3,-8,-3,,,,
,4,1,-1,-10,1,,,,
-3,12,2,5,11,2,,,,
,9,1,1,-4,0,,,,
,8,2,3,-2,3,,,,
,6,-2,3,2,3,,,,
,14,1,3,-10,,,,,
,9,0,0,0,5,,,,
,12,1,0,-79,-4,,,,
,9,2,2,-2,-1,,,,
59,14,0,1,-6,1,,,,
,12,3,4,67,4,,,,
,12,1,2,25,-1,,,,
,13,2,0,55,,,,,
,8,1,0,54,,,-1,,
,11,-1,6,54,0,-1,,,
,15,0,1,46,1,,,,
,13,1,4,0,,,,,
14,15,4,-1,119,0,,,,
,14,2,0,-2,,,,,
,17,2,0,98,-3,,,,
,12,-1,3,41,0,,,,
,12,-1,-3,49,6,,,,
,15,-5,-1,38,1,,,,
,13,0,1,-10,-3,,-3,,
,6,2,0,21,-1,,,,
14,-40,5,1,70,0,,,,
,-50,1,0,-120,,,,,
,-43,0,-1,12,,,,,
,-17,2,-1,115,,,,,
,-38,4,2,-1,-3,1,2,,
,-92,3,-1,0,0,,1,,
,1,5,-2,11,,2,,,
,4,1,-2,-10,0,2,2,,
-6,2,-2,1,19,,1,,,
,0,1,-1,-3,,,1,,
0,2,3,2,-1,-2,-2,-1,,
,3,2,2,-2,4,,-2,,
-1,2,-1,3,10,-4,,-1,,
,3,-1,-1,8,,-1,,,
-2,0,0,1,17,0,,,,
,2,-4,3,-9,-2,-1,,,
2,3,3,2,110,-11,,-5,,
,3,4,0,-89,-1,,,,
,2,-4,2,38,-4,-8,-7,,
,-1,2,-4,29,2,-5,-8,,
,1,1,-2,41,,-43,-7,,
,0,0,3,37,,-4,0,,
,2,2,0,45,3,97,-59,,
,2,0,2,48,-1,-20,0,,
10,1,2,-1,-3,1,,,,
,1,4,-1,22,1,,,,
,3,4,0,11,0,,,,
,0,2,2,59,0,,,,
,1,3,0,-6,-16,-26,-9,,
,1,-5,3,-2,7,,,,
,6,2,-2,-80,-2,13,-20,,
,1,-5,5,-20,1,22,12,,
1,2,3,3,19,2,,,,
,1,1,4,3,,,,,
,4,3,2,-56,-3,,,,
,2,-2,2,7,2,,,,
,1,2,2,-13,,,,,
,2,0,0,0,,,,,
,5,-3,1,-21,1,,,,
,5,0,1,1,,,,,
8,6,2,-1,10,-1,,,,
,1,-1,0,17,0,,,,
,-1,5,1,-5,,,,,
,4,2,2,8,1,,,,
,2,4,-3,-2,2,,,,
,2,-1,6,-1,5,,,,
,1,2,0,0,0,,,,
,1,-2,1,-10,1,,,,
65,1,-6,3,-5,0,,,,
,3,5,0,-73,1,,,,
,-1,-1,2,13,1,,0,,
,-2,1,2,17,-1,0,,,
,2,3,3,-9,-1,,,,
,-1,4,4,1,0,,,,
,1,3,2,3,0,,,,
,1,4,1,0,1,,,,
15,1,0,2,15,1,,,,
,1,-2,3,3,-4,,,,
,0,0,0,-1,,,,,
,2,0,1,-2,,,,,
,0,4,-1,-1,,,,,
,-1,0,4,1,,,,,
,1,5,1,-84,0,,,,
,2,2,1,2,-4,,,,
14,3,4,0,-4,3,-10,,,
,3,3,3,-4,9,,-10,,
,-2,6,1,-1,1,,,,
,0,2,2,-10,1,,,,
,3,10,0,2,0,,,,
,1,6,4,-9,,,,,
,1,-3,2,-2,-2,,,,
,-2,2,1,1,0,,,,
1,1,0,1,5,4,,-2,,
-1,-5,1,1,2,8,,-3,,
,3,0,1,-5,2,,,,
,0,1,0,-2,3,,-1,,
,-1,-1,0,2,1,0,-1,,
,5,0,-1,-6,1,,,,
,0,2,2,-8,3,,-1,,
,4,-3,3,12,3,-1,1,,
7,0,3,1,33,-5,,,,
,2,3,0,-33,-8,,,,
,0,2,0,30,6,,,,
,0,0,1,42,4,,1,,
,3,3,1,37,12,,,,
,2,1,2,25,2,,,,
,-1,3,0,27,1,,,,
,0,3,1,4,-1,,,,
3,0,0,3,44,0,1,1,,
,1,4,-1,-21,3,,1,,
,1,0,-2,-12,-1,1,,,
,3,1,-2,4,5,1,1,,
,0,1,-1,-15,-2,,,,
,3,2,6,-3,5,,,,
,1,0,3,-2,2,,,,
,-1,-2,-2,-8,3,,,,
6,2,1,3,13,-1,,,,
,-1,-2,-1,8,4,,,,
,1,-1,0,-6,6,,,,
,5,0,-2,1,-2,,,,
,2,0,3,-16,1,,,,
,3,-1,1,-11,7,,,,
,5,1,2,-12,2,,,,
,3,2,3,-16,0,,,,
10,4,5,0,-6,-1,,,,
,2,2,2,0,6,,,,
,2,2,1,-12,-1,,-1,,
,2,0,5,-18,5,,,,
,0,1,1,2,2,-1,-1,,
,-4,-1,2,-7,2,-1,1,,
,0,2,1,-1,8,1,-1,,
,0,0,3,0,3,-1,,,
45,0,1,-4,-25,3,,,,
,1,0,3,27,0,,-1,,
,4,3,3,-13,-1,,-1,,
,2,4,2,-12,0,,,,
,-1,0,1,-1,2,,,,
,2,-2,0,-11,0,,,,
,1,1,0,-2,5,,,,
,5,-2,0,4,-3,,,,
13,2,-4,1,-10,3,,-1,,
,2,0,1,0,2,,,,
,2,2,0,-14,-3,,,,
,1,-2,5,-9,-4,,,,
,2,1,1,0,3,,,,
,-2,2,2,9,-4,,,,
,-4,1,0,1,0,,,,
,-4,5,2,-12,1,,,,
12,2,0,0,22,3,,,,
,-2,0,0,-2,3,,,,
,0,-1,2,-1,1,-1,-1,,
,2,8,1,0,1,,-1,,
,-2,1,4,10,5,-1,,,
,0,6,2,-1,2,-1,-1,,
,4,3,1,1,6,-1,,,
,4,2,3,0,-5,,-1,,
1,-5,0,-2,-77,4,,-18,,
,0,2,1,112,0,0,-127,,
,2,1,3,1,2,-1,127,,
,0,1,0,-8,0,,-77,,
,0,0,-3,-3,-5,1,30,,
6,3,2,-2,12,-1,2,57,,
,-1,-1,2,10,0,1,-51,,
-1,-2,0,1,-4,-2,1,10,,
-2,-1,1,3,31,1,,-128,,
,0,3,0,-2,2,,,,
,-1,4,-2,26,6,,2,,
,0,-1,-1,29,2,,,,
,3,1,3,2,3,,-18,,
,2,4,-3,4,1,,-128,,
,-3,2,2,5,5,,-90,,
,3,0,3,11,3,,-91,,
5,3,2,1,16,1,,,,
,2,0,2,1,1,,,,
,3,-1,1,-8,-3,,,,
,0,1,0,-2,4,,,,
,1,0,-2,-2,-1,,,,
,3,-1,-1,-3,5,,,,
,1,-1,4,-8,2,,,,
,2,1,3,3,0,,,,
8,1,0,0,13,3,,,,
,1,-3,0,-4,2,,,,
,0,2,4,-4,-1,,,,
,2,3,3,6,6,,,,
,2,2,7,-3,-2,,,,
,-2,6,1,4,7,,,,
,5,6,4,-18,2,,,,
,2,5,0,-1,5,,,,
10,3,0,3,95,2,2,-124,,
,-2,4,1,92,4,26,1,,
,1,2,0,-89,5,78,126,,
,1,-3,2,-65,5,64,126,,
,2,3,1,0,3,63,-15,,
,2,2,5,-93,-4,85,-127,,
,0,-1,3,0,3,13,-122,,
,-3,4,-2,1,0,-1,120,,
56,4,2,0,-5,-2,15,57,,
,-1,0,2,36,2,25,96,,
,2,0,-2,-10,-4,19,81,,
,2,3,2,11,7,7,8,,
,-3,0,2,-4,1,43,0,,
,0,0,2,-2,0,-40,127,,
,-2,0,6,5,4,23,110,,
,2,6,2,-1,3,49,82,,
20,2,0,6,-3,-1,,,,
,1,5,0,36,2,,,,
,4,-1,4,0,6,,1,,
,2,-1,5,-2,2,,-3,,
,3,5,-1,10,4,,,,
,-1,-1,1,2,4,,,,
,-1,5,3,-1,2,,,,
,0,-1,-1,4,1,,,,
12,4,-3,3,16,0,,,,
,1,3,1,0,1,,,,
,2,2,-3,5,0,,,,
,-1,6,2,10,3,,,,
,2,3,1,1,6,,,,
,5,2,0,7,-1,,,,
,1,0,-2,1,3,,,,
,0,-2,0,0,5,,3,,
-1,3,1,4,11,2,-12,-53,,
1,0,2,-1,2,-1,-24,-58,,
,-1,-3,2,0,6,-1,113,,
,2,-1,4,1,8,-2,-42,,
,3,-4,3,,4,-116,-127,,
-1,-1,-6,2,-4,2,-52,-17,,
,3,-2,3,1,0,-40,-111,,
,3,0,4,-3,-1,-75,-128,,
-1,1,-4,2,-5,8,,115,,
,2,-3,3,10,-2,,-39,,
,2,-2,8,20,-3,,-26,,
,1,-1,-2,18,-3,,-47,,
,0,-3,1,17,6,,-33,,
,6,-4,3,24,0,,-19,,
,2,-1,5,1,3,,-4,,
,4,-2,1,12,4,,-11,,
1,-2,4,4,39,1,-36,-25,,
,0,4,2,-5,4,-8,-52,,
,1,0,3,17,-2,-1,-17,,
,1,2,2,-2,1,,-26,,
,-3,4,6,2,-1,-54,-46,,
,1,1,2,-3,3,-98,-128,,
,1,-9,1,-8,1,-92,-128,,
,2,-6,4,10,0,-55,-125,,
5,1,1,5,3,0,-1,,,
,2,2,0,-2,2,,-12,,
,0,2,1,0,4,,-6,,
,1,1,5,5,3,,,,
,-2,-4,0,1,-2,,-21,,
,2,2,4,6,2,,-12,,
,0,4,0,0,2,,-2,,
,2,1,4,-4,0,,-9,,
5,-1,-17,10,8,3,-31,-106,,
,0,-7,14,19,3,-63,-128,,
,0,-2,10,-2,1,-109,-128,,
,0,-8,9,2,0,-53,-20,,
,0,-4,13,5,2,,123,,
,2,-6,11,9,2,-7,-78,,
,3,2,16,0,5,-13,-63,,
,1,-9,16,-2,1,-30,-128,,
35,2,-5,7,17,3,-98,-128,,
,1,-8,6,-23,3,-55,-13,,
,3,-6,8,-3,4,-33,-103,,
,5,-4,9,-3,-2,-68,-128,,
,3,-5,15,13,-1,-10,-42,,
,2,1,8,0,3,-29,-13,,
,2,-3,7,-3,0,,-17,,
,1,-4,12,3,0,-2,-10,,
16,-2,-4,0,8,6,,-10,,
,2,-4,3,-2,0,,-9,,
,4,1,5,0,-1,,-1,,
,1,1,1,10,-3,,-21,,
,1,1,7,0,-4,,-77,,
,1,-2,5,-3,6,,123,,
,-6,-3,12,0,6,,-127,,
,-3,2,-1,-1,7,,-18,,
12,0,-7,6,-2,2,,-14,,
,0,-6,2,9,4,,-7,,
,1,-5,5,3,3,,-3,,
,2,0,6,3,-3,,0,,
,-1,1,-2,-1,0,,-13,,
,1,-1,5,2,5,,-7,,
,3,-4,8,-1,2,,-1,,
,-3,-6,5,0,2,,-1,,
1,-4,7,-5,7,0,31,34,,
,-2,3,1,-2,-1,25,52,,
,2,7,-5,0,3,-34,127,,
-1,-3,6,-1,44,1,18,-1,,
6,0,9,-1,0,1,3,16,,
0,2,5,-1,1,0,34,45,,
,4,5,1,2,0,44,33,,
,1,11,-6,0,7,21,103,,
4,4,9,0,14,-2,,-26,,
,0,5,3,11,-3,,-22,,
,0,18,-1,31,2,,-4,,
,-1,10,0,7,2,,-40,,
,-2,7,1,40,3,,-49,,
,1,5,-1,19,2,,122,,
,1,7,-6,36,-3,,-125,,
,-1,6,-1,38,0,,-33,,
0,2,2,0,5,10,-1,-4,,
,0,2,-3,18,2,,-18,,
,0,5,0,19,3,,0,,
,3,6,0,34,0,,-3,,
,0,-2,4,0,3,-1,-1,,
,3,5,-3,9,-1,,-7,,
,3,6,-4,7,2,1,-4,,
,3,1,2,0,1,1,1,,
2,4,3,-3,5,8,,-5,,
,6,6,9,1,1,,-12,,
,1,7,7,2,2,-1,-24,,
,1,4,1,7,-2,0,5,,
,0,2,2,3,3,,-3,,
,-3,6,1,3,3,,,,
,1,3,3,0,-4,,-22,,
,2,3,5,5,3,,-40,,
12,6,11,-8,18,1,,-84,,
,2,12,-12,-4,6,,-78,,
,4,8,-8,3,5,,-123,,
,2,6,-13,-2,-3,-6,-19,,
,2,7,-7,9,-2,,-22,,
,-4,5,-4,1,5,,-25,,
,0,5,-7,-4,3,,-10,,
,-2,5,-3,-3,-5,,-128,,
64,1,11,-8,15,7,-26,-28,,
,1,7,-5,-1,4,-5,-57,,
,0,9,-6,0,-2,-1,-21,,
,-2,8,-2,1,2,,-24,,
,1,7,-10,0,7,-51,-17,,
,-2,10,-7,7,3,-111,-128,,
,3,7,-2,-2,0,-86,-128,,
,-1,7,-3,0,4,-48,-118,,
10,3,13,-6,3,-1,,-6,,
,1,11,-11,-7,8,,-7,,
,1,4,-5,11,6,,-12,,
,4,-60,-12,0,2,,-21,,
,3,3,-11,,6,,-29,,
,-1,14,-4,-1,5,,-3,,
,-4,2,-10,0,2,,-17,,
,3,6,-6,-6,4,,-14,,
13,1,4,-15,3,-1,,-10,,
,-2,13,-11,-1,5,,-20,,
,1,8,-19,,0,,2,,
,-1,-59,-6,4,2,,-1,,
,1,-51,-5,-4,1,,-34,,
,-3,3,-7,-1,3,,-20,,
,2,0,-10,-3,-1,,-12,,
,-1,-1,-10,0,1,,22,,
1,-3,1,-4,1,7,,0,,
1,-2,0,1,-9,3,,,,
-1,1,0,1,-1,-7,,,,
,1,-2,-1,-5,3,,,,
,0,1,0,-10,1,-1,,,
,2,-5,-3,0,2,,-1,,
,2,1,-1,-1,2,1,,,
,1,-3,-1,-4,4,,1,,
-1,4,2,-3,14,0,,,,
,3,-2,-2,-8,1,,0,,
,1,-4,-1,-13,3,,2,,
,2,0,-1,111,3,,8,,
,3,2,-3,-12,2,,-3,,
,1,-1,1,3,1,,1,,
,6,-1,-3,0,-2,,2,,
,3,-4,-1,-9,4,,4,,
9,2,3,-4,9,2,14,-2,,
,1,-1,3,5,4,16,14,,
,5,-2,0,2,-1,11,19,,
,4,-1,0,13,1,11,19,,
,-2,1,-2,2,6,7,14,,
,-1,3,2,5,0,12,11,,
,2,-4,-2,-117,1,12,12,,
,1,-1,-1,-73,6,4,10,,
1,1,2,2,39,-3,16,-5,,
,1,2,1,-16,3,8,21,,
,1,-1,0,7,3,15,12,,
,1,2,-1,11,6,-5,5,,
,0,-3,-5,21,-2,-8,-3,,
,0,1,-4,16,2,-6,,,
,0,2,-1,-2,7,-7,-5,,
,5,2,0,28,1,-5,-8,,
17,1,2,0,-3,-5,-9,-14,,
,4,-1,3,-2,-4,4,20,,
,2,5,-2,4,2,7,12,,
,0,3,5,8,2,3,-4,,
,1,9,1,3,0,8,17,,
,4,-1,2,-1,-2,8,21,,
,0,0,0,0,0,17,14,,
,-1,-1,0,0,-7,17,,,
42,3,-1,1,-128,5,12,4,,
,1,4,-2,-125,2,14,8,,
,3,-1,-4,4,2,8,8,,
,2,-4,3,3,3,11,6,,
,-1,-6,-1,-8,7,9,8,,
,1,3,3,-6,1,6,-4,,
,1,3,1,0,-4,8,3,,
,2,-6,2,1,3,-2,4,,
22,-1,-2,1,0,6,,-1,,
,1,6,-1,-1,-3,4,3,,
,1,1,1,1,4,3,4,,
,0,-2,2,3,4,5,-17,,
,2,2,2,-1,-1,-1,,,
,4,-1,0,-1,4,,-2,,
,-1,2,1,7,1,,-4,,
,-3,2,0,-1,5,,,,
7,1,-3,0,-2,-2,12,11,,
,5,4,3,-14,-1,8,7,,
,2,3,2,2,1,9,3,,
,0,5,3,-1,0,10,-1,,
,-3,11,1,-2,6,1,13,,
,-1,-1,4,3,1,6,15,,
,0,3,-3,,8,7,3,,
,4,3,2,-1,7,4,9,,
0,-3,0,3,65,-7,8,-8,,
,-4,1,0,1,-8,9,1,,
0,1,-1,4,10,2,8,5,,
,-2,6,-1,4,8,5,7,,
1,4,0,0,-10,-1,5,3,,
,0,0,1,0,0,4,8,,
,-1,0,1,-5,3,-6,7,,
,-2,0,0,9,2,6,4,,
0,3,1,2,55,-2,1,-11,,
,2,1,-3,120,0,8,7,,
,0,-1,1,33,1,14,18,,
,-1,1,-3,33,2,5,2,,
,2,0,0,35,4,7,6,,
,2,-2,3,30,0,11,7,,
,2,1,3,5,5,-6,11,,
,4,3,3,91,1,-17,11,,
1,0,5,1,15,7,-3,-1,,
,3,1,0,-71,4,0,-4,,
,1,-3,0,90,3,-2,,,
,2,-1,-1,34,6,-1,,,
,-2,1,1,121,-4,2,-3,,
,0,1,0,-9,3,,2,,
,1,0,2,4,-2,-1,-2,,
,0,3,1,101,-2,-1,-1,,
2,2,2,0,0,2,,,,
,3,0,4,42,2,,-1,,
,4,0,-4,57,1,,,,
,0,-2,1,9,0,,,,
,1,2,1,30,-2,,-1,,
,3,0,-1,13,3,,,,
,1,-1,5,-1,4,,,,
,1,0,0,-4,-2,,-1,,
8,4,0,0,-10,2,-14,-13,,
,-1,-5,1,-1,3,-10,-18,,
,-1,3,-3,1,-3,-7,,,
,0,-2,1,22,5,-11,-8,,
,-2,2,-1,-1,7,-7,-1,,
,0,4,4,1,3,10,3,,
,1,6,1,1,0,0,0,,
,-2,-1,2,2,2,1,-8,,
64,-1,-3,2,28,2,-1,19,,
,1,4,-4,30,3,8,19,,
,1,-5,0,-1,-4,5,2,,
,1,0,1,15,4,6,5,,
,-2,3,1,-30,1,6,3,,
,1,-6,1,29,-5,6,6,,
,2,-1,2,-15,5,11,5,,
,0,0,0,-72,4,7,-7,,
11,1,-2,-4,40,1,-10,-14,,
,0,-2,1,-107,5,-17,16,,
,1,3,0,-5,5,16,10,,
,-2,-8,1,0,-6,8,16,,
,-2,0,-3,20,0,4,11,,
,1,-1,0,14,-6,14,26,,
,0,1,0,65,-1,21,14,,
,0,3,1,-122,4,13,-3,,
9,0,2,2,-1,5,,-1,,
,1,-1,3,17,3,,,,
,1,0,-2,5,0,,,,
,-1,-2,2,1,8,,,,
,2,7,1,0,5,,,,
,0,-3,6,0,-1,,,,
,1,-1,1,4,-2,,,,
,-1,0,6,2,-1,,-7,,
1,0,1,-1,0,4,,,,
,-2,-1,2,-11,-2,,,,
,1,-1,1,-123,4,,,,
,1,0,-2,26,1,,,,
,0,2,1,-1,0,,,,
,3,1,1,-2,0,0,,,
,1,-4,3,-1,-2,1,-1,,
,0,-1,-1,-2,6,,1,,
-4,0,6,4,-4,-3,-12,-25,,
,1,2,3,-69,-1,-2,-14,,
,5,2,1,28,-2,-9,-22,,
,4,2,-3,21,5,-1,-26,,
,1,3,3,-112,-4,-30,-15,,
,1,0,-1,-31,-3,-18,-20,,
,-3,0,-1,-78,1,-22,1,,
,4,-2,1,-111,6,-34,0,,
0,3,2,2,2,7,,,,
,1,0,2,-22,-3,,,,
,-3,4,2,14,3,,,,
,1,3,0,11,-4,,-1,,
,3,-4,2,-1,-1,,,,
,3,-1,2,2,3,,,,
,3,3,-1,-15,2,,46,,
,1,4,0,3,1,,,,
5,5,-1,2,2,-2,,,,
,6,2,2,5,-1,,,,
,4,2,0,1,-1,,,,
,0,9,0,22,7,,,,
,3,2,0,-1,0,,,,
,5,-2,0,6,0,,,,
,2,3,-2,,4,,,,
,4,-1,0,1,4,,,,
10,5,3,-3,23,5,,,,
,2,-2,3,19,0,,,,
,1,1,-1,4,2,,-1,,
,-2,0,0,11,-2,,,,
,0,8,2,0,2,,1,,
,-3,3,0,0,-2,-1,,,
,-1,2,-3,1,1,-1,-1,,
,-2,0,3,7,1,0,-1,,
34,3,0,0,20,0,,,,
,-1,4,2,-104,-5,,,,
,3,2,0,50,4,,,,
,2,0,-1,-18,-3,,,,
,2,0,2,-128,5,,,,
,-1,0,0,8,2,,,,
,0,-3,0,-128,2,,,,
,3,-5,1,60,-4,,,,
25,2,6,-1,0,5,,,,
,0,-1,4,,-1,,,,
,0,3,2,-1,-1,,,,
,-3,-7,0,-4,7,,,,
,-1,1,0,4,3,,,,
,-1,1,0,1,4,,,,
,0,-2,-1,-39,5,,,,
,4,1,2,2,6,,,,
21,1,0,1,0,5,,,,
,-1,0,2,0,-3,,,,
,2,2,2,1,2,,,,
,2,4,0,-1,4,,,,
,2,7,1,,6,,,,
,5,3,4,3,2,,,,
,1,2,0,-1,2,,,,
,-3,4,5,-1,-4,,,,
2,-4,2,0,-32,3,,-1,,
,-3,2,2,-2,0,-1,,,
,2,-2,0,,1,0,0,,
1,-1,-5,-2,-5,2,,-2,,
0,-1,1,-2,-14,4,-1,1,,
,1,0,2,0,0,0,,,
,-1,1,0,-103,-4,,-2,,
,2,-1,3,-4,1,,,,
-2,-1,-1,5,-2,2,,,,
,2,-1,1,11,0,,,,
,3,0,2,21,1,,-1,,
,3,4,1,36,2,-1,-1,,
,1,0,1,33,-2,,,,
,0,-2,2,24,3,,,,
,0,-1,2,-4,1,,,,
,2,1,-1,5,8,,,,
-1,1,1,0,-1,3,,,,
,3,2,-1,-4,1,,,,
,0,2,1,1,-3,,,,
,0,-3,0,15,4,,,,
,2,3,-1,-1,1,,-1,,
,5,3,2,6,4,,1,,
,-1,3,1,-127,1,,-1,,
,0,-2,0,-6,-1,,-1,,
4,-2,1,4,-2,3,,,,
,1,7,5,1,-1,,,,
,3,-2,1,3,0,,,,
,2,-2,1,18,4,,,,
,0,1,2,14,3,,,,
,1,-1,-1,3,-1,,,,
,1,1,4,-1,1,,,,
,0,3,2,19,1,,,,
10,4,-1,-2,-1,-2,,,,
,0,-1,0,5,5,,,,
,3,1,0,0,7,,,,
,-3,4,1,6,3,,,,
,1,1,-1,0,2,,,,
,-4,-3,-3,0,3,,,,
,-2,1,3,-1,-3,,,,
,-2,3,5,-3,0,,,,
57,-1,3,2,-128,5,-1,-2,,
,2,-2,-1,-73,1,-1,,,
,0,1,1,41,2,,,,
,1,-3,2,9,-1,,-1,,
,2,0,2,0,-3,,,,
,1,5,-3,0,9,,,,
,-2,2,4,0,-2,,,,
,0,2,4,-11,-2,,,,
11,1,2,2,-3,-1,,,,
,2,3,1,-10,3,,,,
,2,-1,0,-4,8,,,,
,-1,1,0,13,1,,,,
,0,2,1,1,-2,,,,
,-1,1,-1,-9,1,,,,
,2,3,0,-78,2,,,,
,3,-2,4,-30,1,,,,
17,-1,-1,1,0,1,,,,
,-1,3,-1,-37,-1,,,,
,0,-1,3,4,6,,,,
,2,0,3,1,4,,,,
,-2,5,2,-2,-2,,,,
,4,-3,0,2,2,,,,
,4,1,-2,-1,0,,,,
,-2,0,2,0,4,,,,
3,1,2,-1,-3,3,1,1,,
,-1,1,1,-1,0,-1,0,,
,1,1,1,,7,,0,,
,0,5,-1,-8,3,-1,,,
,4,0,3,-4,8,,-1,,
,3,5,0,-12,0,,,,
,3,-1,3,-3,2,0,,,
1,3,6,2,-13,-2,,0,,
-5,1,2,3,31,4,,,,
,0,1,2,-13,5,,,,
,5,0,-3,1,0,,,,
,3,4,0,18,3,,,,
,6,0,0,9,2,,,,
,0,4,4,14,5,,,,
,4,-2,4,5,3,,,,
,1,1,1,0,8,,,,
-2,-1,-3,1,-1,3,,,,
,-2,4,0,4,1,,,,
,1,0,-1,0,0,,,,
,3,-1,-2,2,2,,,,
,-3,7,1,1,6,,,,
,2,-1,4,2,2,,,,
,2,3,4,-13,0,,,,
,0,6,1,-27,-3,,,,
4,3,6,0,-1,1,,,,
,2,2,4,-121,1,,,,
,2,1,7,-5,15,,,,
,3,7,-2,12,4,,,,
,0,0,2,16,1,,,,
,3,-3,2,4,9,,,,
,2,3,-3,2,-1,-1,,,
,3,-4,4,-30,5,,-1,,
8,4,3,2,2,3,,,,
,-2,5,2,,4,,,,
,2,-4,1,18,2,,,,
,3,-2,0,3,6,,1,,
,3,-1,6,-1,9,-1,-2,,
,3,5,3,11,3,,-1,,
,-1,1,-2,-20,2,,,,
,2,0,2,-13,8,,,,
58,4,0,-1,-1,4,,,,
,1,-3,2,9,2,0,,,
,1,4,2,0,2,,0,,
,4,2,2,33,3,0,,,
,4,1,1,-1,0,-1,,,
,4,-3,3,,1,-1,-1,,
,0,-3,4,-2,7,0,1,,
,-1,6,-1,0,0,,-1,,
11,0,-2,2,0,8,,1,,
,1,2,1,4,0,1,,,
,-4,-1,0,-2,-6,,-1,,
,0,1,3,3,7,-1,,,
,-2,1,-3,,4,,1,,
,-3,-2,5,-9,4,1,-1,,
,-1,1,0,,0,-1,1,,
,0,-1,0,-3,2,1,,,
17,-1,2,-4,11,4,-1,,,
,1,-1,-3,-8,-1,,-1,,
,3,0,0,1,2,,,,
,2,4,2,7,1,,,,
,0,3,2,-1,2,,,,
,3,0,-1,0,-13,,,,
,4,-1,2,-3,2,,,,
,-2,0,1,-1,-2,,,,
4,2,4,-1,-25,19,0,1,,
,2,4,1,0,-7,0,1,,
4,1,0,4,3,4,1,-1,,
5,2,0,0,25,3,0,0,,
,2,3,2,6,-3,0,1,,
,0,1,2,-8,1,0,1,,
0,-2,0,3,0,2,3,1,,
,3,4,1,0,-3,2,2,,
-1,3,-1,-1,24,1,,,,
,-1,-1,3,-14,5,,,,
,1,2,0,22,3,1,0,,
,2,-2,3,4,-2,,1,,
,2,2,2,-8,3,,,,
,1,2,3,15,3,,,,
,2,-1,1,5,3,,,,
,1,2,1,-2,-3,,,,
18,1,3,3,11,4,,,,
,1,1,0,2,6,,,,
,1,-1,4,-1,4,,,,
,2,1,3,13,1,,,,
,4,-2,-3,3,3,-1,-1,,
,0,1,-2,22,0,-1,,,
,1,-1,-2,1,3,,,,
,1,-1,-2,19,2,,-1,,
9,0,3,-4,0,5,,,,
,2,-3,1,0,22,,,,
,2,3,0,-1,-5,,,,
,4,-6,5,3,1,,,,
,1,1,0,-2,2,,,,
,-3,0,2,1,1,,,,
,1,0,-1,0,7,,,,
,0,4,2,-1,4,,,,
9,0,-1,3,2,6,,,,
,1,-3,3,-1,0,,,,
,1,-2,-1,17,-3,,,,
,-2,2,0,10,6,,,,
,3,-1,-2,1,15,,,,
,1,-1,-2,1,-6,,,,
,1,-3,6,,-1,,,,
,-2,8,2,0,-2,,,,
38,-1,2,-1,23,1,,,,
,3,3,2,20,-2,,,,
,3,-2,2,-1,1,,,,
,-4,2,2,23,-2,,,,
,-3,0,-2,-1,3,,,,
,0,0,2,-12,3,,,,
